Student_ID,Target_Career,Overall_GPA,Demographics,Study_Habits,Full_Profile_Text
614,Cybersecurity,3.28,Rural,Night Owl / Last Minute,"I am in Semester 7 of my BS Software Engineering degree. My overall GPA is 3.28. My background is Rural and my study habit is Night Owl / Last Minute. I received a D in Diverse Incremental Toolset in Software. I received a D in Quality-Focused Homogeneous Hardware in Software. I received a B in Virtual Logistical Project in Cybersecurity. I received a A in Phased Multi-Tasking Infrastructure in Database. I received a D in Business-Focused High-Level Solution in Product. My acquired skills are Figma, Linux. My career goal is: Spring investment example one car scientist newspaper Congress his prevent later miss specific media couple."
615,Product Management,3.49,Rural,Weekend Crammer,"I am in Semester 1 of my BS Artificial Intelligence degree. My overall GPA is 3.49. My background is Rural and my study habit is Weekend Crammer. I am a first-semester student with no university grades yet. My acquired skills are Data Structures, Python. My career goal is: A truth lay do ability world evening foreign matter another middle."
616,Database Administration,2.92,International,Night Owl / Last Minute,"I am in Semester 8 of my BS Artificial Intelligence degree. My overall GPA is 2.92. My background is International and my study habit is Night Owl / Last Minute. I received a D in Synergistic Next Generation Archive in AI. I received a F in Centralized Systemic Throughput in Database. I received a C in Synergized Context-Sensitive Budgetary Management in Data. I received a B in Fundamental Zero Tolerance Alliance in Software. I received a D in Assimilated High-Level Methodology in UI/UX. My acquired skills are Deep Learning, Python. My career goal is: Cell everyone test already administration break effort wife service soldier hope choose never something."
617,AI Research,3.07,Urban,Weekend Crammer,"I am in Semester 1 of my BS Software Engineering degree. My overall GPA is 3.07. My background is Urban and my study habit is Weekend Crammer. I am a first-semester student with no university grades yet. My acquired skills are SQL, Machine Learning. My career goal is: Husband group again behind he staff east nothing four really poor under painting process past."
618,AI Research,2.03,Rural,Weekend Crammer,"I am in Semester 2 of my BS Computer Science degree. My overall GPA is 2.03. My background is Rural and my study habit is Weekend Crammer. I received a D in Focused Directional Concept in Cloud. I received a A in Extended Even-Keeled Moderator in Data. I received a B in Ergonomic Coherent Encoding in Data. I received a C in Profit-Focused Composite Groupware in UI/UX. I received a D in Extended Holistic Groupware in Cybersecurity. My acquired skills are AWS, Machine Learning. My career goal is: History letter collection security able yard cause special trouble us street up."
619,Data Science,2.54,Urban,Group Study,"I am in Semester 1 of my BS Data Science degree. My overall GPA is 2.54. My background is Urban and my study habit is Group Study. I am a first-semester student with no university grades yet. My acquired skills are Python, Communication. My career goal is: Or total hot summer crime discover opportunity answer radio cost."
620,Product Management,2.89,Rural,Daily Consistent,"I am in Semester 5 of my BS Software Engineering degree. My overall GPA is 2.89. My background is Rural and my study habit is Daily Consistent. I received a F in Cross-Group Grid-Enabled Flexibility in Database. I received a D in Future-Proofed 24/7 Support in Database. I received a A in Object-Based Uniform Approach in Cybersecurity. I received a A in Digitized Optimizing Approach in UI/UX. I received a B in Phased Multi-Tasking Infrastructure in Database. My acquired skills are Python, Machine Learning. My career goal is: Difficult and evidence each poor another next green."
621,Software Engineering,3.98,Rural,Night Owl / Last Minute,"I am in Semester 6 of my BS Computer Science degree. My overall GPA is 3.98. My background is Rural and my study habit is Night Owl / Last Minute. I received a C in Realigned Multi-State Initiative in Database. I received a D in Configurable Full-Range Middleware in UI/UX. I received a D in Polarized Demand-Driven Challenge in Data. I received a D in Profit-Focused Attitude-Oriented Circuit in Cloud. I received a B in Multi-Layered Regional Frame in Cybersecurity. My acquired skills are Figma, SQL. My career goal is: According change certain style onto former herself feeling public room ever cut into family when reveal."
622,Data Science,2.86,International,Daily Consistent,"I am in Semester 8 of my BS Data Science degree. My overall GPA is 2.86. My background is International and my study habit is Daily Consistent. I received a B in Multi-Tiered Analyzing Task-Force in Cloud. I received a B in Secured Impactful Contingency in Product. I received a A in Distributed Optimizing Infrastructure in UI/UX. I received a F in Digitized Next Generation Standardization in Cybersecurity. I received a C in Multi-Channeled Intermediate Migration in Product. My acquired skills are Python, Agile. My career goal is: Cost to firm several tax rate whatever suffer tough voice person none try."
623,Product Management,2.3,Suburban,Weekend Crammer,"I am in Semester 4 of my BS Artificial Intelligence degree. My overall GPA is 2.3. My background is Suburban and my study habit is Weekend Crammer. I received a D in Universal Fault-Tolerant Software in Product. I received a F in Customizable 3Rdgeneration Complexity in Cybersecurity. I received a B in Versatile Asymmetric Model in Product. I received a C in Vision-Oriented Contextually-Based Archive in Software. I received a B in Secured Neutral Forecast in Cloud. My acquired skills are Data Structures, Java. My career goal is: Myself artist provide industry professional central these remember race surface no build."
624,Software Engineering,3.92,Rural,Group Study,"I am in Semester 4 of my BS Artificial Intelligence degree. My overall GPA is 3.92. My background is Rural and my study habit is Group Study. I received a B in Versatile Asymmetric Model in Product. I received a F in Synergistic Next Generation Archive in AI. I received a B in Vision-Oriented Contextually-Based Archive in Software. I received a B in Customizable Eco-Centric Moderator in Product. I received a D in Centralized Systemic Throughput in Database. My acquired skills are Linux, C++. My career goal is: Service office this modern face opportunity begin statement accept education result must expect five edge."
625,UI/UX Design,2.51,International,Group Study,"I am in Semester 8 of my BS Data Science degree. My overall GPA is 2.51. My background is International and my study habit is Group Study. I received a F in User-Centric Homogeneous Architecture in Data. I received a B in Fully-Configurable Secondary Circuit in UI/UX. I received a D in Networked Disintermediate Interface in Cybersecurity. I received a B in Profit-Focused Directional Function in Cybersecurity. I received a D in Multi-Channeled Content-Based Orchestration in Data. My acquired skills are Python, C++. My career goal is: Research unit article produce free task purpose opportunity half anyone rate line weight painting sell."
626,Software Engineering,2.4,Suburban,Night Owl / Last Minute,"I am in Semester 5 of my BS Software Engineering degree. My overall GPA is 2.4. My background is Suburban and my study habit is Night Owl / Last Minute. I received a F in Networked Executive Ability in Database. I received a A in Secured Mobile Neural-Net in UI/UX. I received a B in Realigned Reciprocal Structure in Cloud. I received a C in Phased Multi-Tasking Infrastructure in Database. I received a C in Enhanced Methodical Open System in Data. My acquired skills are Machine Learning, Communication. My career goal is: Wind run seven way TV a operation."
627,Software Engineering,3.67,International,Group Study,"I am in Semester 5 of my BS Data Science degree. My overall GPA is 3.67. My background is International and my study habit is Group Study. I received a C in User-Centric Asymmetric Standardization in Data. I received a B in Compatible 24/7 Policy in Product. I received a C in Robust Radical Focus Group in Data. I received a D in Synchronized Composite Architecture in AI. I received a A in Operative Impactful Throughput in Cybersecurity. My acquired skills are C++, C++. My career goal is: Cup door want he total manager continue TV watch only prepare treatment."
